* * 64 65 66 * 68 * * 71 72 73 74 * * * * 79 * * * 83 * * * * * 89 90 * * 93 94 * 1 * 3 4 * * * * * 10 * * * * * 16 * * 19 * * 22 23 * * * * * * 30 * * * 34 * * * * 39 * * 42 * * * * * * 49 * * 52 * * 55 * * * 59 * * 
26 27 * 29 30 31 * 33 * 35 * * * * * * * 43 44 45 * * 48 49 * * * * * 55 * * * * * * * 63 * 65 * * 68 * * * * 73 * * * * 78 79 * * * 83 84 85 86 * 88 * * 91 92 * * 95 1 * 3 * * * * 8 9 * 11 * 13 * 15 * * 18 19 * * * * * 25 
* 66 67 * 69 70 71 * * * * 76 * * * * * * 83 84 * * * 88 89 * 91 * * 94 95 * * * * 5 * * 8 * * 11 * 13 * * 16 17 18 * * * 22 * * * * * 28 29 * * * * * 35 * 37 * 39 40 * 42 * * * 46 47 48 * * 51 * * * * * 57 * 59 * * 62 * * 
* * * 57 * * 60 61 * * 64 * * 67 68 * 70 * 72 * * 75 * * 78 * * 81 * * 84 * 86 87 * 89 * 91 * * * 95 * * * 4 * * 7 * 9 * * * * 14 15 * 17 * 19 20 * * * * * * * * * * * 32 * * 35 36 37 * * 40 41 42 * * * 46 47 48 * * * * * 
* 87 88 89 90 91 * * * 95 * * 3 * 5 * * 8 9 * * 12 13 * * * * 18 * 20 * * * 24 * * 27 * * 30 * 32 * * 35 36 * * * * * 42 43 * * * * 48 * 50 51 52 53 * 55 * * 58 59 * * * * * * 66 * * * 70 * * 73 * 75 * * * * * * 82 83 84 * 
* * * 24 * * * * 29 * * * * * * 36 37 38 * * 41 * * * * * 47 * * * * 52 * 54 * * * 58 * * * * * 64 65 66 * * * 70 * * 73 74 * 76 * 78 * 80 * * * 84 * * 87 * 89 * * * 93 94 95 * * 3 * * * 7 8 * 10 * * * 14 * 16 * * 19 * 
57 58 * * * 62 * 64 65 * * 68 * * * * * * * 76 77 78 * 80 81 * * 84 * 86 87 88 89 * * * 93 * 95 1 * * * * 6 * * * * * 12 * 14 * * 17 18 * * * * * * * * 27 * * 30 * 32 * * * * * * 39 40 41 * * * 45 * 47 * * * 51 52 53 * * * 
41 42 * * 45 * * 48 49 * * * 53 54 * * * * * * * * * 64 65 * * 68 * 70 71 * * 74 75 76 77 78 79 * * 82 * 84 85 86 * * * * 91 * * 94 * 1 2 3 4 5 * * 8 9 * * 12 * * * * * * * * * 22 * * * * 27 * * 30 31 32 * * * * 37 38 39 * 
* * * * 64 65 * * * 69 * * 72 * * 75 * * * 79 80 * * 83 84 * * 87 * * * * 92 93 94 * * * * * * 6 * * * * * 12 * * * 16 * 18 19 20 * * 23 24 25 * * 28 * * * * 33 * 35 * * 38 * 40 * * * * * * * * * * * * * * 55 * 57 * 59 
* 15 * * * * * * * 23 24 25 26 27 28 * * * * * * * * * 38 * * * * 43 44 * * * 48 49 * 51 52 * 54 * * * * 59 60 61 * * 64 65 * 67 * 69 * * 72 * * * 76 * 78 79 80 81 82 * * * * 87 88 * 90 91 * * * 95 * * * * 5 6 * * * * 11 12 13 
* 30 31 32 33 34 35 * * 38 * * 41 42 * * * 46 * * * 50 51 52 * 54 55 * * * 59 * * * * 64 * * * 68 * 70 71 * * 74 75 * * * 79 * * 82 * * * * * * * * * 92 * 94 * * * * * 5 * 7 * 9 10 * 12 13 * * * 17 18 * * * * * 24 * * * * 
* * 14 * * * 18 19 20 * * * 24 * 26 27 * 29 30 * * * * * * * 38 * * * * * 44 * 46 * 48 49 * * * * 54 * * * 58 59 60 * * * * * 66 * * * * 71 72 * 74 75 * 77 78 79 80 81 * 83 * * * * 88 89 90 * * * 94 * 1 * 3 * 5 * * * * * * 
* 38 39 40 41 42 * * 45 * * 48 49 * 51 * 53 * * 56 * 58 59 * * 62 * 64 * 66 * * * * * * * * * 76 * * 79 80 * * * 84 * * * * 89 * * 92 * 94 * * * * 4 * 6 * * * * * 12 * 14 * * * 18 * * 21 * * * 25 26 * * * * 31 * * 34 35 * 
* * * 13 14 15 * * 18 19 * 21 22 23 * 25 26 27 * * 30 * * * * * * 37 38 * * 41 * * * * * * * 49 * * 52 53 * 55 56 57 * 59 * 61 * * * 65 66 * * 69 * 71 * 73 * * 76 77 * * 80 * * 83 84 * * 87 88 89 90 * * 93 * 95 1 * * * * * 7 8 * 
* * * * * 53 * * * * * * * 61 * * * * 66 * * * * 71 * * * * 76 77 78 * * 81 * * 84 * 86 87 88 * 90 * * * 94 95 1 * 3 * * * 7 * 9 * * * * * 15 * * * 19 20 * * * * 25 * * 28 29 * 31 32 * * * * 37 * * * * * 43 * * * 47 
* 88 * * 91 92 93 94 95 1 * 3 * 5 6 7 8 * 10 11 12 * * 15 16 * * * * * * * * * 26 * 28 * * * * * 34 35 * * 38 * * 41 * 43 * 45 46 47 * * * * * 53 * * 56 * * * * * * * * * * * * 69 * * 72 73 74 * * 77 * * * 81 82 83 * 85 * 
90 * * * * * * * 3 * * 6 * 8 9 * 11 * * 14 15 16 17 18 19 20 * 22 * * * 26 27 28 * * * 32 33 34 * * 37 38 * * * * 43 * * * * 48 * 50 51 52 * * * * * * * * * 62 * 64 * 66 67 * 69 70 71 72 * * 75 76 * * 79 80 81 82 * * * 86 * * * 
82 * 84 * * 87 * * * * 92 93 * 95 * * * * 5 6 * 8 * * * 12 * * 15 * * * 19 * * * * 24 * * * * 29 30 * 32 33 * * * * * 39 * * * 43 * 45 * * * * 50 * * 53 * * 56 57 58 * * 61 * * 64 65 * * 68 69 * * 72 * * * 76 77 78 * * 81 
* * * * 73 * * * 77 78 * * * 82 * 84 * 86 * * * * * 92 93 * 95 1 2 * * 5 6 * 8 * * * * * * * * * 18 19 20 * 22 * * * 26 * 28 * * * * * * 35 * 37 * * 40 41 * * * * * * * * 50 51 52 * * * * 57 58 * * 61 * * 64 * * * * 
45 * * 48 * 50 51 * * 54 * 56 57 * * * * * * * 65 66 67 * * 70 71 * 73 74 * * * * * * * * * * 85 86 87 * * * 91 * * 94 95 * * * 4 5 6 7 * * 10 11 * * * * * * 18 * 20 21 22 23 * * 26 * 28 * 30 * 32 * * * 36 37 * * * * 42 43 * 
* * * * 63 64 * * * 68 69 * * 72 * * * 76 * * 79 * * 82 83 84 * 86 * * 89 90 * 92 93 * * 1 * * * * * * 8 * * * * 13 14 * * * * * * 21 * 23 * * * 27 * * 30 * * * * * * 37 38 39 * 41 * 43 44 * * * * 49 * * * * * * * * * 
* * 72 73 * * 76 * * * 80 * * * * * * 87 * * * * 92 * * 95 * * 3 4 5 * 7 * 9 * * 12 * 14 15 * * 18 19 * * 22 * 24 * * * 28 29 * 31 * * * * * 37 38 39 40 41 42 * 44 * * 47 48 49 * 51 52 * * 55 * * * * * * 62 63 * * * * 68 * 
* * * 38 39 40 41 * 43 * 45 * * * * 50 * * * * * * 57 * * 60 * 62 * * * 66 67 * 69 * 71 72 73 * 75 76 77 * 79 80 * 82 * * 85 86 87 * 89 90 * * * 94 * * * * 4 * 6 * * 9 10 * * * * * * * * * * * * 23 * 25 * 27 * * * 31 * * 34 
* * * * * 30 * 32 * * 35 36 * 38 * * 41 * * 44 45 * * * * * * 52 * * * * * * 59 60 * 62 * * * * * 68 69 70 * * * * * * * 78 * * * 82 83 84 * * 87 88 * * * 92 * 94 95 1 * * 4 * * * * * * * * 13 14 * * * 18 * * * 22 23 * 
66 67 68 69 70 * 72 * 74 75 76 * * 79 * 81 * * 84 * 86 * * 89 90 91 * * * * * * 3 * * 6 7 8 * * 11 12 13 14 * * 17 * 19 20 * * 23 24 * * * * * * * 32 * * * * 37 38 * 40 * 42 * * 45 * 47 * 49 * 51 52 * * 55 * 57 * * 60 * * * 64 * 
* 75 * 77 * 79 * * 82 * * * * * 88 * 90 * * * * 95 * * * * 5 6 * * * 10 * 12 * 14 * 16 * 18 * * * * 23 * * * * * 29 30 31 32 33 34 35 * 37 * * 40 * * * 44 * 46 * 48 49 50 51 * 53 * 55 * * * 59 * * * * 64 65 66 67 * * * * * * 
34 35 * * * * 40 * 42 43 * * 46 47 48 49 50 51 * 53 * * 56 * 58 * * 61 62 63 * * 66 67 * * * * 72 * * 75 * * * * * * * 83 * 85 * 87 * 89 * * * * * * * 2 * * 5 * * 8 9 10 * * * 14 * * 17 * * * 21 22 * * * 26 27 * * * * * * 
78 * 80 * * * 84 85 86 * * 89 90 91 * * * 95 * 2 * 4 * * 7 * * 10 * * * * 15 * 17 * 19 * 21 22 * * * * 27 28 * * * * 33 * * 36 37 * * 40 41 * * 44 * * 47 * * * * 52 * * * 56 57 58 * * 61 * 63 64 65 * * * * * * * 73 * * * * 
51 * * * * * * 58 59 60 * 62 * * * 66 * * 69 70 71 72 * * * 76 77 * * 80 * 82 83 * * 86 * * 89 * 91 92 93 * * * 2 * 4 * 6 7 * * 10 * * * 14 15 * * * * 20 * 22 * 24 * * * * 29 * * * * * 35 * * 38 * 40 41 42 * 44 * 46 * * * * 
* * 38 * * * * 43 44 45 * 47 48 49 * * 52 * * * * 57 * * 60 * 62 * * * * 67 68 * 70 * * 73 * 75 * * 78 * * * * * 84 * 86 * * 89 90 91 * * * 95 * * * * * * * * * * * 12 13 * 15 16 17 * * 20 * 22 23 * * 26 * 28 29 * * * 33 * * 
64 * * * * * * 71 72 * 74 * 76 * * * 80 81 82 * * 85 * * * 89 * * * * * 95 1 2 3 4 * * * * * 10 11 * 13 * * * 17 * 19 * * * * * 25 26 * 28 * * * 32 * * * * 37 * * * * * 43 44 45 46 47 * 49 * * * * * 55 56 * * * * 61 * 63 
* 6 * * * * * * * 14 * 16 17 * * * * * 23 24 * 26 * 28 * * 31 32 33 * * * 37 * * 40 * * 43 * 45 46 * * * 50 * * * * * 56 * 58 * * 61 62 * * * * 67 * * * * * 73 74 * * 77 78 79 * * 82 83 * 85 * 87 88 * * * * * * 95 * * * * 
* 2 * 4 * 6 * * * * * 12 * 14 * 16 * * * * 21 22 * * 25 * * * 29 * * * * * * * * * 39 40 41 * 43 * * 46 47 * * * 51 * 53 54 55 * * * 59 60 61 62 63 * 65 * * 68 * 70 71 72 * * * * 77 78 * 80 * * * 84 85 * * * 89 * 91 * * * * 
* * * 95 * 2 * * * 6 7 8 9 * 11 * 13 * * * 17 18 19 20 21 * 23 * * 26 * * * 30 * 32 * * * 36 37 * 39 * 41 * * 44 * 46 * * 49 * * 52 53 * * * * * * * * * * * * * * 68 69 70 * * * * * 76 * * 79 80 * * 83 * * 86 * * * 90 * 
* 44 45 46 47 * * 50 51 52 53 * 55 56 * * * * * * * * * * 67 * 69 70 * * 73 * * * 77 * * * * 82 * * 85 * * 88 89 90 91 92 * * * * * * * 5 6 7 8 * 10 11 * 13 14 15 * * * * * * * * * * 26 * 28 29 * * * 33 34 * 36 37 38 39 * * * 
42 * 44 * * * * * * 51 * 53 54 55 * * 58 * * * 62 63 * 65 66 67 68 69 * 71 * * 74 * * * * * 80 81 * * * * * * * * 90 * 92 * * * * 2 * * * 6 * * 9 10 11 * * 14 15 * * 18 19 20 * * * 24 * * 27 * 29 * 31 * 33 34 * * * * * * 41 
* * * * 77 78 79 * * * * * * * 87 * 89 90 91 * * * 95 * * * * 5 * * 8 * * * * 13 * * * 17 18 * * 21 * 23 * * * * * * * 31 32 * * * * 37 38 39 * * * 43 44 * * 47 * 49 50 51 * 53 * * * * * 59 * 61 62 * * * * * * 69 70 * * 
32 * * * * 37 * * 40 41 * 43 44 * * * 48 * 50 * * * * * * * 58 * * * 62 * * 65 66 * * * 70 * 72 * * 75 * * * 79 80 * 82 83 * * 86 * * * 90 * 92 * * * * 2 * 4 * * * 8 * 10 * * 13 * 15 * * * * * * 22 * * * * 27 * 29 * * 
27 * 29 * 31 * * 34 35 * * 38 39 * * * * * 45 * * 48 * * * 52 * * * 56 * 58 * * * * * 64 * * * * 69 * * 72 73 * * 76 * * 79 * * 82 * 84 * * 87 * * 90 * * 93 94 95 * 2 * * * 6 * * 9 10 11 * * 14 * * 17 18 * 20 * * 23 24 25 26 
* * 20 * * * * * * * 28 * * 31 * * 34 * 36 * 38 * * 41 42 * 44 * 46 47 48 49 50 * 52 53 * * * 57 * * * * 62 * * 65 66 67 * 69 70 * * 73 * * * * * * * 81 * * * * * * * 89 90 91 * * * 95 * 2 3 * * * * 8 9 10 * * 13 * * 16 * 
* * 32 * * * 36 * * 39 * * * * * 45 * 47 * * 50 51 * * 54 * * 57 * * * * * * * * 66 * * * * * 72 73 74 75 * * * * * * 82 83 84 * * 87 * 89 90 * * * * 95 1 2 * 4 5 * * 8 * 10 * 12 * * * 16 17 * * 20 * * * * * * 27 28 29 
* 7 8 9 10 * * 13 * * 16 * * 19 * 21 * 23 * * 26 27 * * * * * * 34 35 * 37 38 * * * * * 44 45 * * * * * 51 * * * 55 * * 58 * * * * * * * 66 * 68 * * * 72 * 74 * * 77 78 * * * 82 * 84 85 * 87 * * 90 * * 93 94 95 * * * * * 
55 56 57 * 59 60 61 62 * * * 66 * 68 * * 71 * * 74 75 76 77 * * * * 82 83 * * 86 * * 89 90 91 * * * 95 * * 3 * 5 6 7 * * * * 12 * 14 * 16 17 * 19 * * * * 24 25 * * * * 30 * 32 * 34 35 * * 38 * * 41 42 * * * * * * * * 51 * * * 
9 * * * * 14 15 * 17 18 19 * * * 23 * * * * * * * * * * * * * * * * * * * * 44 45 46 * * 49 50 * * * * * * 57 58 59 * * * * 64 65 * * * 69 70 * * * 74 75 76 77 * * * * 82 83 * * 86 * * * * 91 92 93 94 95 1 * * * * * 7 * 
* * 65 * 67 * 69 * 71 * * * * * * 78 * * 81 * 83 * 85 * * * * 90 * * 93 * * * 2 3 * 5 6 * 8 9 10 * 12 * * 15 * * * * 20 * 22 23 * * * 27 * * * * * * * * * * * * * 41 42 * * 45 * * * * * * 52 * 54 * 56 57 * * 60 61 * 
* 32 * 34 * 36 * * 39 40 41 42 43 * * 46 47 48 49 50 51 * 53 * 55 * * * * 60 * * * * 65 * * * * 70 * 72 * 74 75 76 * 78 79 80 * 82 * 84 * * 87 * 89 * 91 92 * * 95 1 2 * * 5 6 * * * * 11 12 13 14 15 * 17 * * * 21 * 23 * * 26 27 * * * 
* 89 * * * * 94 * * 2 * * * 6 7 8 9 10 * 12 * * * 16 17 * * 20 21 22 23 * 25 * 27 * 29 * * * 33 * * * * * 39 40 * * 43 44 45 46 * 48 * * * * 53 * * * * 58 * * 61 62 * * 65 66 67 68 * * 71 * * 74 * 76 * 78 79 * * 82 * * * * 87 
* * * * * 81 * * 84 85 86 87 88 * 90 * 92 * * * * 2 3 4 * * * * * * 11 12 * * * 16 * * * 20 * 22 23 24 * * 27 * 29 * 31 * 33 * 35 * 37 * 39 40 * 42 43 * * * 47 * * 50 * * * 54 * 56 57 * * * 61 * 63 64 * 66 67 * * 70 71 * 73 74 75 
28 * * * * 33 * * 36 * * * * * * * * * * 47 48 49 50 * 52 * * * * * 58 * * * * * 64 65 66 * * * 70 * 72 * 74 75 76 * * * 80 * 82 * 84 85 * 87 * 89 90 * * * 94 * * * * * 5 6 * * 9 * 11 * * 14 15 * * * * * * * 23 * * * * 
16 * 18 19 * * 22 * 24 * * * * * * 31 * 33 * 35 * 37 * * * * 42 * 44 * * * * * * * * 53 * 55 * * * * * * * * 64 65 66 * * * * 71 * * * * 76 77 * * * * 82 * * * * * 88 * * * * * * 95 1 * * * * * * * * 10 11 * 13 * * 
* * 74 * 76 * 78 79 * * * 83 84 * * * 88 89 * * * * * * 1 * 3 * 5 * 7 * * * * 12 * * 15 16 * 18 19 * * * 23 * * 26 27 * * 30 31 32 * * * * 37 38 * * * 42 * * * * * * 49 * 51 * * 54 * * 57 * * 60 * 62 * * * * * * 69 * 71 
* * * * 87 88 * 90 91 * 93 94 95 1 * * * 5 * * * 9 * * * * * * * * 18 * * * 22 * * 25 * * * * * * * * 34 35 * 37 * 39 * 41 * * 44 * 46 * 48 49 * * 52 53 54 * 56 57 58 * 60 * 62 63 64 65 * 67 * * * * * * * * * * * * * * * 
* * * 1 2 * * 5 6 7 * 9 * * * * * * * * * * * * * * 24 25 * 27 * * * 31 * 33 * 35 * * * 39 40 * 42 * * * 46 47 * 49 * * 52 * * * * * 58 * 60 61 * 63 * * * 67 * 69 * 71 * 73 * * 76 77 78 79 * * * 83 * * * * * * * * * 
13 * 15 * * 18 * * * 22 23 * * * * * * 30 * * 33 * 35 * 37 * * * * * * * * 46 * 48 * * 51 52 * 54 55 * 57 * * 60 * * 63 64 65 66 67 68 * 70 * * 73 74 * * * * * * 81 82 * 84 85 * * * * 90 * 92 * * * * * 3 * * 6 * 8 9 * * * 
* * * * * * * * * * * * * * 18 19 * 21 22 * 24 * * * * * * 31 * * * 35 * * 38 * * * 42 * 44 45 * 47 * * * * * 53 54 * * * * * * 61 * * * * * * 68 69 * * * 73 * * 76 * * * * * * 83 * 85 86 * * * 90 * 92 * 94 * * * * 
91 * * * * 1 2 3 4 5 * * 8 * * 11 * 13 14 * * * * * * * * * * 25 26 * * * * * 32 * 34 35 * 37 38 * * * 42 * 44 * * * * * * * 52 * * 55 * 57 * * * * 62 * * * 66 * 68 69 * * * * * 75 76 * * 79 * 81 82 * * * * * 88 89 90 
* * 81 * * * * * * * * 90 * * * * 95 1 * * 4 * * * 8 9 10 * * * * * * 17 * * * * 22 * * * * * * 29 30 31 * * 34 35 36 * * * 40 * * 43 44 * 46 * * * 50 51 * * * * 56 57 * * 60 * 62 63 * * 66 * * * * * 72 * * * * 77 78 
52 * 54 * * * * * * * 62 * 64 * * * * * 70 * * * * * * * 78 * 80 81 82 83 * 85 86 * 88 89 90 91 * 93 * * 1 * * * 5 6 * * 9 * * 12 * * * * * * 19 * * 22 23 * * 26 27 * * 30 31 32 * * * 36 * * * 40 * 42 * 44 * * * * 49 50 * 
* * * 25 * * 28 * 30 31 * * * * 36 * * * * * 42 * * * * * * 49 50 * 52 * * * * * * 59 60 * * * 64 65 66 * * 69 70 * 72 73 74 * 76 * 78 * * * * 83 * * * * * * * 91 * * 94 * * 2 * 4 * * 7 8 * * * 12 * 14 15 * * * * 20 * 
* * * * * * * 88 * 90 * * * * 95 * * * * 5 * * * * * 11 * * * * * * * 19 * * * * 24 * 26 27 28 29 * * * 33 * * * * * 39 40 * * * * * 46 * 48 49 * 51 52 53 * * * * 58 * * * * 63 * * 66 * * * 70 * 72 73 74 * 76 77 78 79 * 
* 41 42 * 44 45 46 * 48 49 * * * * 54 * * 57 58 * * 61 62 * * * 66 67 * 69 70 * 72 73 * 75 76 * * * * * * 83 * * * * 88 * * 91 92 93 * * 1 2 * 4 5 * * 8 * 10 * * * 14 * 16 * * * 20 * * * * 25 * * * * * 31 32 * * * 36 * * * 
* * * 50 * 52 * * 55 * * * * * * * * 64 * * 67 68 * 70 * * 73 * * * 77 * * * * * * 84 * * 87 * * * 91 * 93 * * * * 3 * * 6 * * * * 11 * * 14 * * * * * * * 22 * 24 * * 27 28 * * 31 32 33 34 35 36 37 * * * * * * * 45 46 
* * * 2 * 4 5 6 7 * 9 10 11 12 * 14 * * * 18 19 20 * 22 * * * * * * * 30 * 32 * * 35 36 37 38 * * * 42 43 44 45 * * * * 50 51 52 * * * * * * * 60 * 62 63 64 * * * * * * * * * * * * * 78 79 * 81 82 * * * * * 88 * * 91 * * 
* * * 20 * * 23 * 25 * 27 * 29 30 * * * 34 * * 37 * * * * * * * * 46 * * * * * 52 53 * * 56 57 * 59 60 * * * * * * * 68 * 70 * * * * * * 77 * * * * 82 83 * * 86 * * * * * * * 94 95 * 2 * 4 * * 7 8 9 * 11 12 * 14 * 16 
68 * * * * * 74 * * 77 * * 80 81 * 83 84 85 * * * * * * * 93 94 95 1 * 3 4 * * 7 8 * * * * * 14 15 * * * 19 * * 22 23 * * 26 27 28 * * 31 * * * * 36 37 38 39 40 41 * * * * * * 48 * * * 52 53 * * 56 57 * * * 61 62 63 64 * * * 
19 20 21 22 23 * * 26 27 * * * * * * 34 * 36 * * 39 * * * * 44 45 * * * 49 50 * 52 * * * * * 58 * * 61 62 * 64 * * * * * * 71 * * 74 75 76 * * * 80 * * 83 * 85 86 87 * * * * * * 94 95 1 * 3 4 * * * 8 * * * 12 13 * * * 17 * 
* 39 40 * 42 * * * * 47 * * * * 52 53 * * * * * * * 61 * * * * * * 68 * 70 71 * * * * 76 * * * * 81 * * * * 86 87 * 89 90 * 92 * 94 * 1 * * * * * * * * 10 * * * 14 * 16 * * 19 20 * * * 24 * 26 27 * 29 * 31 32 * * * 36 * 
* * 52 53 * 55 * * * 59 60 * * * * * * * 68 69 * * * 73 74 * * * * 79 80 81 * * * * * * 88 * * * * 93 94 * 1 2 3 4 * * * * 9 * * * * * 15 * * 18 * * * * * 24 25 * 27 * 29 * * * 33 * * * * * * 40 * 42 * 44 * 46 47 48 49 
* * 51 * 53 * 55 * 57 * * 60 * * * * * * * * * * 71 * * * * * 77 78 * 80 * * * * 85 86 * 88 * * * * 93 94 95 1 * * * * 6 * * * * * * * * * * * * * * * * * * * * * 28 29 30 31 * 33 * * * 37 * 39 40 * 42 * * * 46 * * 
24 * * * * * * 31 * 33 * * 36 37 * 39 * * * * * * 46 * * 49 50 * * * * * 56 57 58 * * 61 62 63 * 65 * 67 * 69 70 * * * * * * 77 78 * * * * * * 85 86 87 88 * * 91 * * * 95 1 * 3 * * * * 8 9 * * 12 13 14 * * * 18 19 * 21 22 * 
39 40 41 * * * * 46 47 * 49 50 * 52 * 54 * * 57 * 59 60 61 62 63 * * 66 67 * * * * * * * * * * * * * * * 83 84 * 86 87 * * * * * 93 94 95 1 * * 4 5 6 * * * * * * * * * * * 18 * 20 21 * * * 25 * * * * * * * 33 * 35 * * 38 
* * 2 3 * * * 7 * * 10 * * * * 15 * * 18 * 20 * * * * 25 26 27 * 29 30 * * 33 * * * * 38 * * 41 * * * * 46 * * 49 * * * * * 55 56 57 * * * 61 62 * * * * * * 69 * 71 * 73 * * * 77 * * * * * * * 85 * * 88 * * * * * * 
* * * 5 * * * * 10 11 12 * * * * * * * * * 22 * * 25 * 27 28 * 30 * 32 * 34 * * * * 39 * * * * * * * 47 * * * * * 53 * 55 * * * * 60 * * * 64 * * * * * * 71 * * * * 76 * * * 80 81 * 83 * * * * 88 * * * * * * 95 * 
* 34 * 36 * * * * 41 * * * 45 * * * 49 * * * * * * 56 * * 59 * * 62 * 64 * * 67 * 69 * * 72 73 * 75 * 77 78 79 80 * * * * * * * 88 * * 91 * * * 95 * * * 4 * * 7 8 * * * * * 14 * * * * * * * * * * * * * * * * 31 * 
* * 77 * * * 81 * * * 85 * * 88 * * * * * * * * 2 * * 5 * * * * 10 * * * * 15 * * * * * 21 * 23 * 25 * * * 29 30 * 32 * * 35 * 37 * 39 40 * 42 43 44 * * 47 * * * * 52 53 54 * * 57 * * * * * * 64 65 * * * * * * 72 * * 
* 8 * 10 * * * * 15 16 17 18 * 20 * * 23 * 25 * 27 28 * * * 32 33 * * * 37 * * * 41 42 * * * 46 * 48 * 50 51 52 53 * 55 * * 58 59 * 61 62 63 * * * 67 * * * * 72 * * 75 * * * 79 * 81 82 83 84 85 * * * * * * * * * * 1 * 3 4 * 6 
15 16 * * * 20 21 22 * 24 25 * * * * 30 * 32 * * 35 * 37 * * * * 42 43 * * * 47 * * 50 * 52 * * * * * 58 59 60 * * * * * * 67 * * 70 71 72 73 * * * 77 78 79 80 * * * * 85 86 87 * * * * 92 93 * * 1 * 3 * 5 * * * * * 11 12 13 * 
* * 25 26 * * * * * * * * 35 * 37 * * * * * * 44 * 46 * 48 * * * * * * * * * 58 * * 61 * 63 * * * * 68 * * * 72 73 * * * 77 * 79 * 81 * 83 * * * * * 89 * 91 * 93 * * * 2 * * * * 7 * 9 10 11 * 13 * * * 17 18 19 * * * 
* 45 46 * * * * * 52 * * * * 57 * 59 * * * * * * 66 67 68 * * * * 73 * 75 * * * * 80 * * * * * * * * 89 * 91 * 93 94 * * * * * * * 7 8 9 * * 12 13 14 * * 17 * * * 21 22 * 24 * 26 * * * * 31 * 33 * 35 * * * * 40 * 42 * 
* * 5 * * * * * * * * * 15 16 * * * * 21 * 23 24 * * * 28 29 * * * 33 * * 36 37 * * * * 42 * * 45 46 47 48 * * 51 * * * 55 * * * 59 * * * * 64 * * * * 69 * * * * 74 75 76 77 78 * 80 * * * 84 85 * * * * 90 * 92 93 * 95 1 2 
