* 62 * * * * 67 68 * 70 * * * * * * * * * * * * 3 4 * 6 * 8 * * 11 * * * * 16 * 18 * * 21 22 * 24 25 * * * * * 31 * * * * * * 38 39 * * * 43 * * * * * * 50 * * 53 * * * * * * 60 
63 * 65 * 67 * * * 71 * * * 75 76 * * 79 * 1 2 * * * * 7 8 * * * 12 * * * 16 * * 19 * 21 22 23 * * * * 28 29 * * 32 * * * 36 * * * * 41 * * * 45 * * 48 * 50 * * 53 * 55 * 57 * * * 61 62 
* * * * * 25 * 27 * * 30 31 * * * * * * * * * * 42 43 * 45 * 47 * 49 * 51 * 53 * * * * 58 * * * 62 63 64 * 66 * * 69 70 71 * * * * * 77 * * * * * 3 * 5 * * * * * 11 12 * * 15 * * 18 * 
* 20 * 22 23 * * 26 27 28 * 30 31 * 33 34 35 * 37 * * 40 41 42 * 44 * 46 47 48 * * * * * * 55 56 * * 59 * 61 * 63 * * * 67 * 69 * * * * 74 75 * 77 * 79 * * * * * * 6 7 * * * * * * 14 * * * * 
* 40 41 42 43 44 * 46 47 48 * * 51 * * * * * * * * * * 62 * * * * 67 68 69 70 71 * 73 74 * * * * * * * 2 * * 5 * * * * * * * * * * * * * 19 20 * 22 23 24 25 * * * * * * * 33 34 * * 37 38 
* * * * * * * * 29 * 31 32 33 34 * * * 38 39 * 41 * * * * * 47 * 49 50 * * 53 * * * * * 59 60 61 62 * 64 * * * * * 70 * * 73 74 75 * 77 * * 80 1 * * * * * * * 9 * * 12 13 14 * * 17 18 19 * 
41 * * * 45 * 47 48 * * 51 52 * * * * 57 * 59 * * * 63 * 65 66 67 68 * 70 * * * 74 * * 77 78 79 * 1 * 3 4 * 6 * 8 * * 11 * 13 * * * * * * 20 * * * * 25 * 27 28 29 * * * 33 34 * * * * 39 * 
* * * 40 41 42 43 * 45 * * 48 49 50 * * 53 54 * * 57 * 59 60 61 62 * * * 66 67 * 69 70 * 72 * * * * * 78 79 * * * * 4 * 6 * 8 * * 11 * 13 14 * * * 18 * * * * * * * * 27 28 * * 31 * 33 * 35 36 
74 75 * * * 79 * * 2 3 * * * 7 * 9 * * 12 13 * * * 17 18 * 20 * 22 23 24 * * 27 * * * 31 32 * * * * * * * 40 * 42 43 * 45 46 * * * * 51 * 53 * 55 * 57 58 * * * * * * 65 * * * * * * * 73 
* * * * * 51 52 53 * * * 57 * * * * 62 63 * 65 * * 68 69 * * * 73 74 * * * 78 * * * * 3 * 5 6 * 8 * 10 * * 13 * 15 16 * 18 19 * * * * 24 * * 27 * * * * * * 34 * * * 38 39 * * 42 43 44 * 
60 * * * * 65 66 * 68 * * * 72 * * 75 * * 78 * * * 2 * 4 * 6 * * * * 11 12 13 * * * * * * * 21 22 * 24 * * * * 29 * * * * 34 * * 37 * 39 * * 42 * 44 45 * * * 49 * * 52 * * * 56 * * * 
* * 52 53 54 55 * * * 59 * 61 62 63 64 * * * 68 * * * * 73 74 * * * * 79 * * * * * 5 6 * * * * * * 13 * * 16 17 18 19 20 * 22 23 24 25 * 27 * 29 * 31 * * * 35 * * * 39 * * 42 43 44 * 46 47 48 * 
* 41 * * 44 45 46 * * * 50 * * 53 54 * * * 58 * * 61 * * * 65 66 * * 69 * * 72 * * 75 * * 78 * 80 * 2 * 4 5 6 7 * * 10 11 * * 14 15 16 * * 19 * 21 * * * 25 * 27 * 29 * * * * 34 * * * 38 * 
44 * * * 48 * * * * * * * 56 * * 59 * * * * 64 65 * * * * * * * 73 74 * 76 * * * * * * * * * 6 * * * * * 12 * 14 15 * * 18 19 * 21 * * * 25 26 27 * 29 * 31 32 * 34 * * 37 38 39 * 41 * * 
62 * 64 65 * 67 * 69 70 * 72 * * 75 76 * 78 79 * 1 * * * 5 * 7 * 9 * 11 12 * * * 16 * * 19 * * 22 * * * * * * * * 31 32 * 34 * * * * 39 * 41 * * * * * 47 48 * 50 * 52 * * * * * * * * * 
* * 13 * * 16 * * * * 21 * * * 25 26 27 * 29 * 31 * 33 * * * * * 39 * * 42 * * 45 * * 48 * * * * 53 54 * * * * * * * * * * * 66 * 68 69 * * * * 74 * 76 77 * 79 * 1 * * * * * * * 9 * 
* * 36 37 38 39 * 41 * * * 45 * * * 49 * * * 53 * * 56 57 * * 60 * * 63 * * * * 68 69 70 71 * * * * * 77 * * * * 2 * * 5 6 7 8 9 * * 12 13 * * * * 18 * * 21 22 * 24 * * 27 * * * * * 33 
* * * 58 59 * 61 * * * * * * * 69 * 71 * * * * * 77 78 * 80 * * 3 * * * 7 8 * * * * * 14 * * 17 18 19 * 21 * * * 25 26 27 * 29 * * 32 * 34 35 * * 38 * * * * 43 * 45 * 47 48 * 50 51 52 53 * 
75 * 77 78 * * * 2 3 4 * * * * * 10 11 12 * 14 * 16 * 18 19 * * 22 23 * * * * 28 29 30 * * * * * * 37 38 * 40 41 * * * * 46 * 48 * * * 52 * 54 * 56 57 58 * * * 62 * * * 66 * 68 69 * 71 72 73 * 
12 13 * * * * * * * 21 * 23 * 25 * 27 * * 30 * 32 * * * 36 * 38 39 * * * * 44 * 46 * 48 49 50 * 52 53 * * * * * * * * * * 64 * * 67 * 69 * * 72 * * 75 * * * * 80 * * * 4 * * 7 8 * 10 * 
* * 24 * * * * 29 30 * * * * * * 37 38 * * 41 * 43 * * * 47 * 49 * 51 52 * 54 * 56 57 58 * 60 * 62 63 64 65 * * * 69 * 71 * * * 75 * * 78 * 80 * * * 4 * * 7 8 * 10 * * * 14 * 16 * 18 * * * 
* * * * * * * 78 * 80 1 * * * * 6 * * * 10 * * * * * * * * 19 20 * * * * * * * 28 * 30 * * * * * 36 * * * * * 42 43 * * * * 48 * * * * * 54 * * * * * * * * * 64 * * * * 69 * 
* * 10 * * * 14 * * * 18 * * * * * 24 * * * 28 * * 31 * * 34 * 36 * 38 * * 41 42 * * * 46 * * 49 * 51 * * 54 * * * * * 60 * * 63 * * * 67 * 69 70 * * * * * * * * 79 80 * 2 3 4 * * * 
* * * 35 * 37 * * 40 * * 43 44 * 46 * 48 * 50 * * 53 * * * 57 * * 60 61 * * 64 * * * * * 70 * * * * 75 * * 78 * 80 * 2 3 * * 6 7 8 9 * 11 * 13 * 15 16 * 18 19 20 21 * 23 * * * 27 28 29 * 31 
16 * 18 19 * 21 22 * * * 26 * * * * * * * * * * * 38 * * 41 * * 44 * 46 47 * 49 * * * * 54 55 * 57 * * * 61 * 63 * * * * * 69 * 71 * * * 75 * 77 * * * 1 * 3 * 5 * * 8 9 * * * * 14 * 
* 50 * * * * 55 * * 58 * * * 62 63 * 65 66 67 * * 70 * 72 73 * 75 * * * 79 80 1 2 * 4 5 * * 8 9 * * 12 * * * 16 17 * * * * * * * * 26 * 28 29 30 * 32 33 * * * 37 * * * 41 * * * * 46 47 48 
* * * * 17 * * 20 21 22 23 24 * 26 27 28 29 * * * * * 35 36 * * * * * * * * 45 * 47 * 49 50 51 * * * 55 * * 58 * 60 * * * * * 66 * * * * 71 * 73 74 * 76 * * * 80 * * * * * * * 8 * * * * 
* * * * * * * 17 18 * 20 * 22 * * * 26 27 28 29 30 31 32 * 34 * 36 * 38 39 * * 42 43 * * * * * * * 51 * * * * 56 57 * * * 61 62 * 64 * * * * * * 71 72 * * * 76 77 78 * 80 * * * * * * * 8 * 
* * 53 * * * * 58 * * * * * * 65 * * 68 69 70 71 * * 74 * * 77 * * 80 1 * * 4 * 6 * * * * * 12 13 14 15 * 17 18 19 * * * * 24 * 26 * * * * * * 33 * * 36 * * * * * 42 * 44 * * * * * * 
* * * * * * * * * * * * * * * * 22 * 24 25 26 * * * 30 31 32 * * * 36 37 38 39 40 41 42 * 44 45 * * * * * * 52 * 54 55 * * * * * * * * * * * * * 69 70 71 * * * * * * 78 * 80 1 2 3 * 5 
* * * * * * 20 21 * * * * * 27 * * * 31 32 * 34 * * 37 * * * * 42 * * 45 46 47 * 49 * * * * * * 56 * * * 60 * * * 64 65 * * 68 * * 71 72 * * * * * * 79 * * * 3 4 * * * * * 10 11 12 * 
* * * * * 33 34 * * * * * * 41 * * * * * * * 49 50 51 * * * 55 * * * 59 * * 62 * * 65 * * 68 * * 71 72 * * * * * 78 79 * 1 * * * * * * * * * * * 13 * * * 17 18 * 20 * 22 23 * * * * 
* 2 3 * * * * 8 * 10 * * * 14 * * * * * * * * * * * * 27 * * * 31 32 * 34 35 * * * * * 41 42 * * 45 * * * * * * 52 * 54 55 56 * * * 60 * 62 * 64 65 66 * 68 * * * * * * 75 * * * 79 * 
* 80 * * * * 5 * * * 9 * * 12 13 14 * * * 18 * * * * * 24 * * * * 29 30 31 32 * * * * * * * * 41 * * * 45 46 47 * 49 50 * * * * * 56 57 * 59 60 * 62 63 * 65 66 * * * * 71 72 73 * 75 * * * 
* * 67 68 69 70 * * 73 * * 76 * * * * * * 3 4 * 6 7 8 * * * * 13 14 * * 17 18 * * * * 23 * * * 27 28 * * * * * 34 35 36 37 * * 40 * * 43 44 * * 47 48 * 50 * * 53 54 55 * * 58 * 60 * 62 * * 
* * 44 * * 47 * 49 * 51 52 * * * * * * * * 61 * * * 65 * * * * * * 72 * * 75 76 * * * 80 * * 3 * * * * 8 9 * 11 * * * * * * * * * * 22 * * 25 * * * * 30 * * * 34 * * * 38 * * * 
72 73 * 75 * * * * 80 1 * * * 5 * 7 8 * 10 * * 13 14 15 * 17 * 19 * 21 22 23 * 25 26 * * * * * 32 33 * 35 36 37 38 39 * * 42 * * * 46 * 48 * * * * * * 55 * 57 * 59 * * * 63 * 65 * 67 68 * * * 
18 * * * * 23 * 25 * * * 29 * * * * 34 35 * * * * * * * 43 44 * 46 * * * 50 * * 53 54 * * * 58 * 60 * * 63 * * * * * * * * * 73 74 75 76 * * * 80 * 2 3 4 5 6 * * * 10 11 12 * * * * * 
* * * * 4 * * 7 8 * * * * 13 * * * * 18 19 * * * * 24 * 26 * * 29 30 31 32 33 * 35 * * 38 39 * 41 * * * 45 46 * * 49 50 51 * * 54 * * * * 59 * * * 63 64 * * 67 68 * 70 * * * * * * * * * 
38 39 * * * * * * * 47 * * * 51 * * * * 56 57 58 * * 61 * 63 * * * * * 69 * 71 * * * * 76 * * * * * 2 * 4 * * 7 8 * * 11 * * * 15 * * 18 * * * 22 * 24 * * 27 28 * * * * * 34 * 36 37 
* * * * 21 22 * * * 26 * 28 * * 31 * * 34 * * * * 39 * 41 * * * 45 * * * 49 * 51 52 * 54 * * 57 * * 60 * * * * * * 67 68 69 * * 72 73 * * 76 * 78 79 80 * * 3 * * * 7 * * * * * 13 * * * 
* 55 * * * * * * * * 64 * * * * * * * * * 74 * 76 77 * 79 * * * 3 4 * * 7 8 * * 11 * * 14 15 * 17 * * * 21 22 * * * * 27 28 * * * * * 34 * 36 * 38 * * * 42 * * * 46 * * 49 * 51 * * 
